node_index,transcript_id,protein_id,split,is_labeled,seed,workflow,target_column
29,ENST00000016171,ENSP00000016171.6,train,True,0,self_learning,NC3
30,ENST00000017003,ENSP00000017003.2,train,True,0,self_learning,NC3
31,ENST00000020945,ENSP00000020945.1,unlabeled,False,0,self_learning,NC3
32,ENST00000022615,ENSP00000022615.4,train,True,0,self_learning,NC3
33,ENST00000024061,ENSP00000024061.3,unlabeled,False,0,self_learning,NC3
34,ENST00000025008,ENSP00000025008.5,train,True,0,self_learning,NC3
35,ENST00000025301,ENSP00000025301.2,val,True,0,self_learning,NC3
36,ENST00000026218,ENSP00000026218.5,unlabeled,False,0,self_learning,NC3
37,ENST00000029410,ENSP00000029410.5,unlabeled,False,0,self_learning,NC3
38,ENST00000033079,ENSP00000033079.3,unlabeled,False,0,self_learning,NC3
39,ENST00000037243,ENSP00000037243.2,val,True,0,self_learning,NC3
40,ENST00000037869,0,unlabeled,False,0,self_learning,NC3
41,ENST00000038176,ENSP00000038176.3,unlabeled,False,0,self_learning,NC3
42,ENST00000039989,ENSP00000039989.4,unlabeled,False,0,self_learning,NC3
43,ENST00000040584,ENSP00000040584.4,unlabeled,False,0,self_learning,NC3
44,ENST00000040663,ENSP00000040663.5,train,True,0,self_learning,NC3
45,ENST00000040738,ENSP00000040738.5,unlabeled,False,0,self_learning,NC3
46,ENST00000040877,ENSP00000040877.1,train,True,0,self_learning,NC3
47,ENST00000042381,ENSP00000042381.4,unlabeled,False,0,self_learning,NC3
48,ENST00000043402,ENSP00000043402.7,unlabeled,False,0,self_learning,NC3
49,ENST00000044462,ENSP00000044462.7,unlabeled,False,0,self_learning,NC3
50,ENST00000046640,ENSP00000046640.4,unlabeled,False,0,self_learning,NC3
51,ENST00000052754,ENSP00000052754.5,unlabeled,False,0,self_learning,NC3
52,ENST00000053468,ENSP00000053468.3,train,True,0,self_learning,NC3
53,ENST00000053867,ENSP00000053867.2,train,True,0,self_learning,NC3
54,ENST00000054666,ENSP00000054666.6,train,True,0,self_learning,NC3
55,ENST00000054950,ENSP00000054950.4,train,True,0,self_learning,NC3
56,ENST00000055077,ENSP00000055077.3,val,True,0,self_learning,NC3
57,ENST00000055335,ENSP00000055335.6,unlabeled,False,0,self_learning,NC3
58,ENST00000055682,ENSP00000055682.5,unlabeled,False,0,self_learning,NC3
59,ENST00000056233,ENSP00000056233.3,unlabeled,False,0,self_learning,NC3
60,ENST00000060969,ENSP00000060969.6,val,True,0,self_learning,NC3
61,ENST00000061240,ENSP00000061240.2,unlabeled,False,0,self_learning,NC3
62,ENST00000064724,ENSP00000064724.4,unlabeled,False,0,self_learning,NC3
63,ENST00000064780,ENSP00000064780.2,unlabeled,False,0,self_learning,NC3
64,ENST00000066544,ENSP00000066544.3,unlabeled,False,0,self_learning,NC3
65,ENST00000072644,ENSP00000072644.1,train,True,0,self_learning,NC3
66,ENST00000072869,ENSP00000072869.4,unlabeled,False,0,self_learning,NC3
67,ENST00000075120,ENSP00000075120.7,unlabeled,False,0,self_learning,NC3
68,ENST00000075503,ENSP00000075503.3,unlabeled,False,0,self_learning,NC3
69,ENST00000078429,ENSP00000078429.3,val,True,0,self_learning,NC3
70,ENST00000080059,ENSP00000080059.7,unlabeled,False,0,self_learning,NC3
71,ENST00000081029,ENSP00000081029.3,test,True,0,self_learning,NC3
72,ENST00000083182,ENSP00000083182.3,unlabeled,False,0,self_learning,NC3
73,ENST00000084798,ENSP00000084798.3,unlabeled,False,0,self_learning,NC3
74,ENST00000155674,ENSP00000155674.5,unlabeled,False,0,self_learning,NC3
75,ENST00000155840,ENSP00000155840.2,unlabeled,False,0,self_learning,NC3
76,ENST00000156109,ENSP00000156109.5,train,True,0,self_learning,NC3
77,ENST00000156471,ENSP00000156471.5,test,True,0,self_learning,NC3
78,ENST00000157600,ENSP00000157600.3,train,True,0,self_learning,NC3
79,ENST00000158771,ENSP00000158771.4,train,True,0,self_learning,NC3
80,ENST00000159087,ENSP00000159087.4,unlabeled,False,0,self_learning,NC3
81,ENST00000159111,0,unlabeled,False,0,self_learning,NC3
82,ENST00000160262,ENSP00000160262.3,unlabeled,False,0,self_learning,NC3
83,ENST00000160373,ENSP00000160373.3,unlabeled,False,0,self_learning,NC3
84,ENST00000160827,ENSP00000160827.5,test,True,0,self_learning,NC3
85,ENST00000161559,ENSP00000161559.6,unlabeled,False,0,self_learning,NC3
86,ENST00000161863,ENSP00000161863.4,train,True,0,self_learning,NC3
87,ENST00000162044,ENSP00000162044.7,train,True,0,self_learning,NC3
88,ENST00000162330,ENSP00000162330.5,unlabeled,False,0,self_learning,NC3
89,ENST00000162391,ENSP00000162391.3,unlabeled,False,0,self_learning,NC3
90,ENST00000162749,ENSP00000162749.2,unlabeled,False,0,self_learning,NC3
91,ENST00000163416,ENSP00000163416.2,val,True,0,self_learning,NC3
92,ENST00000164024,ENSP00000164024.4,unlabeled,False,0,self_learning,NC3
93,ENST00000164133,ENSP00000164133.2,train,True,0,self_learning,NC3
94,ENST00000164139,ENSP00000164139.3,train,True,0,self_learning,NC3
95,ENST00000164227,ENSP00000164227.5,unlabeled,False,0,self_learning,NC3
96,ENST00000164305,ENSP00000164305.5,unlabeled,False,0,self_learning,NC3
97,ENST00000164640,ENSP00000164640.4,unlabeled,False,0,self_learning,NC3
98,ENST00000165698,ENSP00000165698.5,unlabeled,False,0,self_learning,NC3
99,ENST00000166139,ENSP00000166139.3,unlabeled,False,0,self_learning,NC3
100,ENST00000166244,ENSP00000166244.3,unlabeled,False,0,self_learning,NC3
101,ENST00000166345,ENSP00000166345.3,val,True,0,self_learning,NC3
102,ENST00000167106,ENSP00000167106.4,unlabeled,False,0,self_learning,NC3
103,ENST00000167462,ENSP00000167462.5,unlabeled,False,0,self_learning,NC3
104,ENST00000168216,ENSP00000168216.6,train,True,0,self_learning,NC3
105,ENST00000169298,ENSP00000169298.3,unlabeled,False,0,self_learning,NC3
106,ENST00000169551,ENSP00000169551.6,train,True,0,self_learning,NC3
107,ENST00000170168,ENSP00000170168.3,train,True,0,self_learning,NC3
108,ENST00000170447,ENSP00000170447.7,unlabeled,False,0,self_learning,NC3
109,ENST00000170564,ENSP00000170564.1,test,True,0,self_learning,NC3
110,ENST00000172229,ENSP00000172229.3,test,True,0,self_learning,NC3
111,ENST00000173229,ENSP00000173229.2,unlabeled,False,0,self_learning,NC3
112,ENST00000173527,ENSP00000173527.5,train,True,0,self_learning,NC3
113,ENST00000173898,ENSP00000173898.7,train,True,0,self_learning,NC3
114,ENST00000174618,ENSP00000174618.4,train,True,0,self_learning,NC3
115,ENST00000175091,ENSP00000175091.4,train,True,0,self_learning,NC3
116,ENST00000175756,ENSP00000175756.5,unlabeled,False,0,self_learning,NC3
117,ENST00000176643,ENSP00000176643.6,unlabeled,False,0,self_learning,NC3
118,ENST00000176763,ENSP00000176763.5,train,True,0,self_learning,NC3
119,ENST00000177694,ENSP00000177694.1,unlabeled,False,0,self_learning,NC3
120,ENST00000178638,ENSP00000178638.3,unlabeled,False,0,self_learning,NC3
121,ENST00000178640,ENSP00000178640.5,train,True,0,self_learning,NC3
122,ENST00000179259,ENSP00000179259.4,val,True,0,self_learning,NC3
123,ENST00000180173,ENSP00000180173.4,unlabeled,False,0,self_learning,NC3
124,ENST00000181839,ENSP00000181839.4,unlabeled,False,0,self_learning,NC3
125,ENST00000182527,ENSP00000182527.3,unlabeled,False,0,self_learning,NC3
126,ENST00000184266,ENSP00000184266.2,train,True,0,self_learning,NC3
127,ENST00000184956,ENSP00000184956.5,train,True,0,self_learning,NC3
128,ENST00000185150,ENSP00000185150.4,train,True,0,self_learning,NC3
129,ENST00000186436,ENSP00000186436.5,unlabeled,False,0,self_learning,NC3
130,ENST00000187762,ENSP00000187762.1,unlabeled,False,0,self_learning,NC3
131,ENST00000187879,0,unlabeled,False,0,self_learning,NC3
132,ENST00000190165,ENSP00000190165.2,unlabeled,False,0,self_learning,NC3
133,ENST00000190611,ENSP00000190611.4,unlabeled,False,0,self_learning,NC3
134,ENST00000192788,ENSP00000192788.5,test,True,0,self_learning,NC3
135,ENST00000193322,ENSP00000193322.3,unlabeled,False,0,self_learning,NC3
136,ENST00000193391,ENSP00000193391.6,unlabeled,False,0,self_learning,NC3
137,ENST00000193403,ENSP00000193403.6,unlabeled,False,0,self_learning,NC3
138,ENST00000194152,ENSP00000194152.1,unlabeled,False,0,self_learning,NC3
139,ENST00000194530,ENSP00000194530.3,unlabeled,False,0,self_learning,NC3
140,ENST00000196061,ENSP00000196061.4,train,True,0,self_learning,NC3
141,ENST00000196371,ENSP00000196371.5,train,True,0,self_learning,NC3
142,ENST00000196489,ENSP00000196489.2,unlabeled,False,0,self_learning,NC3
143,ENST00000197268,0,unlabeled,False,0,self_learning,NC3
144,ENST00000199320,ENSP00000199320.4,unlabeled,False,0,self_learning,NC3
145,ENST00000199389,ENSP00000199389.6,test,True,0,self_learning,NC3
146,ENST00000199448,ENSP00000199448.4,train,True,0,self_learning,NC3
147,ENST00000199708,ENSP00000199708.2,unlabeled,False,0,self_learning,NC3
148,ENST00000199814,ENSP00000199814.4,test,True,0,self_learning,NC3
149,ENST00000200135,ENSP00000200135.3,train,True,0,self_learning,NC3
150,ENST00000200181,ENSP00000200181.3,unlabeled,False,0,self_learning,NC3
151,ENST00000200453,ENSP00000200453.4,unlabeled,False,0,self_learning,NC3
152,ENST00000200457,ENSP00000200457.4,train,True,0,self_learning,NC3
153,ENST00000200557,ENSP00000200557.6,unlabeled,False,0,self_learning,NC3
154,ENST00000200652,ENSP00000200652.3,unlabeled,False,0,self_learning,NC3
155,ENST00000201031,ENSP00000201031.2,unlabeled,False,0,self_learning,NC3
156,ENST00000201586,ENSP00000201586.2,unlabeled,False,0,self_learning,NC3
157,ENST00000201647,ENSP00000201647.5,unlabeled,False,0,self_learning,NC3
158,ENST00000202017,ENSP00000202017.4,train,True,0,self_learning,NC3
159,ENST00000202556,ENSP00000202556.9,test,True,0,self_learning,NC3
160,ENST00000202677,ENSP00000202677.6,val,True,0,self_learning,NC3
161,ENST00000202816,ENSP00000202816.1,train,True,0,self_learning,NC3
162,ENST00000202967,ENSP00000202967.4,unlabeled,False,0,self_learning,NC3
163,ENST00000203001,ENSP00000203001.2,train,True,0,self_learning,NC3
164,ENST00000203166,ENSP00000439056.1,train,True,0,self_learning,NC3
165,ENST00000203407,ENSP00000203407.5,train,True,0,self_learning,NC3
166,ENST00000203556,ENSP00000203556.3,train,True,0,self_learning,NC3
167,ENST00000203629,ENSP00000203629.2,unlabeled,False,0,self_learning,NC3
168,ENST00000204517,ENSP00000204517.6,train,True,0,self_learning,NC3
169,ENST00000204549,ENSP00000204549.4,unlabeled,False,0,self_learning,NC3
170,ENST00000204566,ENSP00000204566.2,unlabeled,False,0,self_learning,NC3
171,ENST00000204679,ENSP00000204679.4,unlabeled,False,0,self_learning,NC3
172,ENST00000204961,ENSP00000204961.4,train,True,0,self_learning,NC3
173,ENST00000205061,ENSP00000205061.5,train,True,0,self_learning,NC3
174,ENST00000205194,ENSP00000205194.3,train,True,0,self_learning,NC3
175,ENST00000205214,ENSP00000205214.6,train,True,0,self_learning,NC3
176,ENST00000205402,ENSP00000205402.3,unlabeled,False,0,self_learning,NC3
177,ENST00000205636,ENSP00000205636.3,unlabeled,False,0,self_learning,NC3
178,ENST00000206020,ENSP00000206020.3,train,True,0,self_learning,NC3
179,ENST00000206262,ENSP00000206262.1,unlabeled,False,0,self_learning,NC3
180,ENST00000206474,ENSP00000206474.7,train,True,0,self_learning,NC3
181,ENST00000206542,ENSP00000206542.4,train,True,0,self_learning,NC3
182,ENST00000206595,ENSP00000206595.6,unlabeled,False,0,self_learning,NC3
183,ENST00000207457,ENSP00000207457.3,unlabeled,False,0,self_learning,NC3
184,ENST00000207870,ENSP00000207870.3,val,True,0,self_learning,NC3
185,ENST00000209728,ENSP00000209728.4,unlabeled,False,0,self_learning,NC3
186,ENST00000209873,ENSP00000209873.4,unlabeled,False,0,self_learning,NC3
187,ENST00000209875,ENSP00000209875.4,unlabeled,False,0,self_learning,NC3
188,ENST00000209884,ENSP00000209884.4,train,True,0,self_learning,NC3
189,ENST00000210060,ENSP00000210060.6,test,True,0,self_learning,NC3
190,ENST00000210187,ENSP00000210187.6,unlabeled,False,0,self_learning,NC3
191,ENST00000210444,ENSP00000210444.5,val,True,0,self_learning,NC3
192,ENST00000211122,ENSP00000211122.3,unlabeled,False,0,self_learning,NC3
193,ENST00000211287,ENSP00000211287.4,unlabeled,False,0,self_learning,NC3
194,ENST00000211314,ENSP00000211314.4,unlabeled,False,0,self_learning,NC3
195,ENST00000211936,ENSP00000211936.6,unlabeled,False,0,self_learning,NC3
196,ENST00000211998,ENSP00000211998.5,train,True,0,self_learning,NC3
197,ENST00000212015,ENSP00000212015.6,train,True,0,self_learning,NC3
198,ENST00000212355,ENSP00000212355.4,unlabeled,False,0,self_learning,NC3
199,ENST00000214869,0,unlabeled,False,0,self_learning,NC3
200,ENST00000215057,ENSP00000215057.1,unlabeled,False,0,self_learning,NC3
201,ENST00000215061,0,unlabeled,False,0,self_learning,NC3
202,ENST00000215095,ENSP00000215095.5,unlabeled,False,0,self_learning,NC3
203,ENST00000215368,ENSP00000215368.1,unlabeled,False,0,self_learning,NC3
204,ENST00000215375,ENSP00000215375.1,unlabeled,False,0,self_learning,NC3
205,ENST00000215531,ENSP00000215531.4,unlabeled,False,0,self_learning,NC3
206,ENST00000215565,ENSP00000215565.1,train,True,0,self_learning,NC3
207,ENST00000215567,ENSP00000215567.4,val,True,0,self_learning,NC3
208,ENST00000215570,ENSP00000215570.2,train,True,0,self_learning,NC3
209,ENST00000215574,ENSP00000215574.2,train,True,0,self_learning,NC3
210,ENST00000215582,ENSP00000215582.4,unlabeled,False,0,self_learning,NC3
211,ENST00000215631,ENSP00000215631.3,unlabeled,False,0,self_learning,NC3
212,ENST00000215659,ENSP00000215659.8,train,True,0,self_learning,NC3
213,ENST00000215730,ENSP00000215730.6,train,True,0,self_learning,NC3
214,ENST00000215742,ENSP00000215742.4,unlabeled,False,0,self_learning,NC3
215,ENST00000215790,ENSP00000215790.8,unlabeled,False,0,self_learning,NC3
216,ENST00000215793,ENSP00000215793.7,train,True,0,self_learning,NC3
217,ENST00000215794,ENSP00000215794.7,unlabeled,False,0,self_learning,NC3
218,ENST00000215829,ENSP00000215829.3,train,True,0,self_learning,NC3
219,ENST00000215832,ENSP00000215832.7,train,True,0,self_learning,NC3
220,ENST00000215838,ENSP00000215838.3,unlabeled,False,0,self_learning,NC3
221,ENST00000215855,ENSP00000215855.2,unlabeled,False,0,self_learning,NC3
222,ENST00000215882,ENSP00000215882.5,train,True,0,self_learning,NC3
223,ENST00000215904,ENSP00000215904.6,train,True,0,self_learning,NC3
224,ENST00000215906,ENSP00000215906.5,unlabeled,False,0,self_learning,NC3
225,ENST00000215909,ENSP00000215909.5,train,True,0,self_learning,NC3
226,ENST00000215912,ENSP00000215912.4,unlabeled,False,0,self_learning,NC3
227,ENST00000215917,ENSP00000215917.6,unlabeled,False,0,self_learning,NC3
228,ENST00000215941,ENSP00000215941.4,train,True,0,self_learning,NC3
229,ENST00000215957,ENSP00000215957.6,unlabeled,False,0,self_learning,NC3
230,ENST00000215980,ENSP00000215980.5,test,True,0,self_learning,NC3
231,ENST00000216014,ENSP00000216014.4,unlabeled,False,0,self_learning,NC3
232,ENST00000216024,ENSP00000216024.2,unlabeled,False,0,self_learning,NC3
233,ENST00000216027,ENSP00000216027.3,train,True,0,self_learning,NC3
234,ENST00000216034,ENSP00000216034.4,train,True,0,self_learning,NC3
235,ENST00000216036,ENSP00000216036.4,unlabeled,False,0,self_learning,NC3
236,ENST00000216038,ENSP00000216038.5,train,True,0,self_learning,NC3
237,ENST00000216039,ENSP00000216039.5,unlabeled,False,0,self_learning,NC3
238,ENST00000216044,ENSP00000216044.5,train,True,0,self_learning,NC3
239,ENST00000216068,ENSP00000216068.4,train,True,0,self_learning,NC3
240,ENST00000216085,ENSP00000216085.7,unlabeled,False,0,self_learning,NC3
241,ENST00000216099,ENSP00000216099.7,unlabeled,False,0,self_learning,NC3
242,ENST00000216101,ENSP00000216101.6,unlabeled,False,0,self_learning,NC3
243,ENST00000216106,ENSP00000216106.5,train,True,0,self_learning,NC3
244,ENST00000216117,ENSP00000216117.8,train,True,0,self_learning,NC3
245,ENST00000216121,ENSP00000216121.7,train,True,0,self_learning,NC3
246,ENST00000216122,ENSP00000216122.3,train,True,0,self_learning,NC3
247,ENST00000216124,0,unlabeled,False,0,self_learning,NC3
248,ENST00000216129,ENSP00000216129.6,train,True,0,self_learning,NC3
249,ENST00000216133,ENSP00000216133.5,unlabeled,False,0,self_learning,NC3
250,ENST00000216146,ENSP00000346001.3,train,True,0,self_learning,NC3
251,ENST00000216160,ENSP00000216160.6,train,True,0,self_learning,NC3
252,ENST00000216180,ENSP00000216180.3,unlabeled,False,0,self_learning,NC3
253,ENST00000216181,ENSP00000216181.6,unlabeled,False,0,self_learning,NC3
254,ENST00000216185,ENSP00000216185.2,test,True,0,self_learning,NC3
255,ENST00000216190,ENSP00000216190.8,unlabeled,False,0,self_learning,NC3
256,ENST00000216214,ENSP00000216214.3,unlabeled,False,0,self_learning,NC3
257,ENST00000216218,ENSP00000216218.3,test,True,0,self_learning,NC3
258,ENST00000216225,ENSP00000216225.8,train,True,0,self_learning,NC3
259,ENST00000216237,ENSP00000216237.5,train,True,0,self_learning,NC3
260,ENST00000216252,ENSP00000216252.3,train,True,0,self_learning,NC3
261,ENST00000216254,ENSP00000216254.4,unlabeled,False,0,self_learning,NC3
262,ENST00000216259,ENSP00000216259.7,train,True,0,self_learning,NC3
263,ENST00000216264,ENSP00000216264.8,unlabeled,False,0,self_learning,NC3
264,ENST00000216267,ENSP00000216267.8,unlabeled,False,0,self_learning,NC3
265,ENST00000216268,ENSP00000216268.4,train,True,0,self_learning,NC3
266,ENST00000216271,ENSP00000216271.5,unlabeled,False,0,self_learning,NC3
267,ENST00000216281,ENSP00000216281.8,unlabeled,False,0,self_learning,NC3
268,ENST00000216286,ENSP00000216286.4,unlabeled,False,0,self_learning,NC3
269,ENST00000216294,ENSP00000216294.4,test,True,0,self_learning,NC3
270,ENST00000216297,ENSP00000216297.2,train,True,0,self_learning,NC3
271,ENST00000216330,ENSP00000216330.3,train,True,0,self_learning,NC3
272,ENST00000216367,ENSP00000216367.5,train,True,0,self_learning,NC3
273,ENST00000216373,ENSP00000216373.5,train,True,0,self_learning,NC3
274,ENST00000216392,ENSP00000216392.7,train,True,0,self_learning,NC3
275,ENST00000216410,ENSP00000216410.3,unlabeled,False,0,self_learning,NC3
276,ENST00000216416,ENSP00000216416.4,unlabeled,False,0,self_learning,NC3
277,ENST00000216420,ENSP00000216420.7,unlabeled,False,0,self_learning,NC3
278,ENST00000216442,ENSP00000216442.7,unlabeled,False,0,self_learning,NC3
279,ENST00000216452,ENSP00000216452.4,train,True,0,self_learning,NC3
280,ENST00000216455,ENSP00000216455.4,train,True,0,self_learning,NC3
281,ENST00000216465,0,unlabeled,False,0,self_learning,NC3
282,ENST00000216468,ENSP00000216468.7,train,True,0,self_learning,NC3
283,ENST00000216479,ENSP00000216479.3,train,True,0,self_learning,NC3
284,ENST00000216487,ENSP00000216487.7,unlabeled,False,0,self_learning,NC3
285,ENST00000216489,ENSP00000216489.3,test,True,0,self_learning,NC3
286,ENST00000216500,ENSP00000216500.5,unlabeled,False,0,self_learning,NC3
287,ENST00000216513,ENSP00000216513.4,train,True,0,self_learning,NC3
288,ENST00000216554,ENSP00000216554.3,unlabeled,False,0,self_learning,NC3
289,ENST00000216639,ENSP00000216639.3,unlabeled,False,0,self_learning,NC3
290,ENST00000216714,ENSP00000216714.3,unlabeled,False,0,self_learning,NC3
291,ENST00000216756,ENSP00000216756.6,unlabeled,False,0,self_learning,NC3
292,ENST00000216797,ENSP00000216797.6,unlabeled,False,0,self_learning,NC3
293,ENST00000216807,ENSP00000216807.6,train,True,0,self_learning,NC3
294,ENST00000216832,ENSP00000216832.4,train,True,0,self_learning,NC3
295,ENST00000216962,ENSP00000216962.3,test,True,0,self_learning,NC3
296,ENST00000216968,ENSP00000216968.3,train,True,0,self_learning,NC3
297,ENST00000217026,ENSP00000217026.4,train,True,0,self_learning,NC3
298,ENST00000217086,ENSP00000217086.4,unlabeled,False,0,self_learning,NC3
299,ENST00000217109,ENSP00000217109.4,train,True,0,self_learning,NC3
300,ENST00000217131,ENSP00000217131.5,unlabeled,False,0,self_learning,NC3
301,ENST00000217159,ENSP00000217159.1,unlabeled,False,0,self_learning,NC3
302,ENST00000217173,ENSP00000217173.2,val,True,0,self_learning,NC3
303,ENST00000217182,ENSP00000217182.3,unlabeled,False,0,self_learning,NC3
304,ENST00000217244,ENSP00000217244.3,unlabeled,False,0,self_learning,NC3
305,ENST00000217246,ENSP00000217246.4,unlabeled,False,0,self_learning,NC3
306,ENST00000217381,ENSP00000217381.2,train,True,0,self_learning,NC3
307,ENST00000217402,ENSP00000217402.2,train,True,0,self_learning,NC3
308,ENST00000217426,ENSP00000217426.2,train,True,0,self_learning,NC3
309,ENST00000217455,ENSP00000217455.4,train,True,0,self_learning,NC3
310,ENST00000217456,ENSP00000217456.2,train,True,0,self_learning,NC3
311,ENST00000217515,ENSP00000217515.5,val,True,0,self_learning,NC3
312,ENST00000217740,ENSP00000217740.3,unlabeled,False,0,self_learning,NC3
313,ENST00000217901,ENSP00000217901.5,train,True,0,self_learning,NC3
314,ENST00000217909,ENSP00000217909.7,unlabeled,False,0,self_learning,NC3
315,ENST00000217958,ENSP00000217958.3,train,True,0,self_learning,NC3
316,ENST00000217971,ENSP00000217971.7,train,True,0,self_learning,NC3
317,ENST00000217999,ENSP00000217999.1,unlabeled,False,0,self_learning,NC3
318,ENST00000218104,ENSP00000218104.3,train,True,0,self_learning,NC3
319,ENST00000218176,ENSP00000218176.3,unlabeled,False,0,self_learning,NC3
320,ENST00000218197,ENSP00000218197.5,train,True,0,self_learning,NC3
321,ENST00000218230,0,unlabeled,False,0,self_learning,NC3
322,ENST00000218249,ENSP00000218249.5,unlabeled,False,0,self_learning,NC3
323,ENST00000218316,ENSP00000218316.3,unlabeled,False,0,self_learning,NC3
324,ENST00000218340,ENSP00000218340.3,test,True,0,self_learning,NC3
325,ENST00000218348,ENSP00000218348.3,train,True,0,self_learning,NC3
326,ENST00000218388,ENSP00000218388.4,unlabeled,False,0,self_learning,NC3
327,ENST00000218436,ENSP00000218436.6,unlabeled,False,0,self_learning,NC3
328,ENST00000218516,ENSP00000218516.4,val,True,0,self_learning,NC3
329,ENST00000218721,ENSP00000218721.1,unlabeled,False,0,self_learning,NC3
330,ENST00000219066,ENSP00000219066.1,train,True,0,self_learning,NC3
331,ENST00000219069,ENSP00000219069.5,unlabeled,False,0,self_learning,NC3
332,ENST00000219070,ENSP00000219070.4,unlabeled,False,0,self_learning,NC3
333,ENST00000219097,ENSP00000219097.2,train,True,0,self_learning,NC3
334,ENST00000219139,ENSP00000219139.3,test,True,0,self_learning,NC3
335,ENST00000219150,ENSP00000219150.6,unlabeled,False,0,self_learning,NC3
336,ENST00000219169,ENSP00000219169.4,unlabeled,False,0,self_learning,NC3
337,ENST00000219197,ENSP00000219197.5,unlabeled,False,0,self_learning,NC3
338,ENST00000219204,ENSP00000219204.3,train,True,0,self_learning,NC3
339,ENST00000219207,ENSP00000219207.5,unlabeled,False,0,self_learning,NC3
340,ENST00000219240,ENSP00000219240.4,train,True,0,self_learning,NC3
341,ENST00000219252,ENSP00000219252.4,train,True,0,self_learning,NC3
342,ENST00000219255,ENSP00000219255.3,unlabeled,False,0,self_learning,NC3
343,ENST00000219271,ENSP00000219271.3,unlabeled,False,0,self_learning,NC3
344,ENST00000219281,ENSP00000219281.3,unlabeled,False,0,self_learning,NC3
345,ENST00000219299,0,unlabeled,False,0,self_learning,NC3
346,ENST00000219313,ENSP00000219313.4,train,True,0,self_learning,NC3
347,ENST00000219334,ENSP00000219334.5,unlabeled,False,0,self_learning,NC3
348,ENST00000219345,ENSP00000219345.5,train,True,0,self_learning,NC3
349,ENST00000219400,ENSP00000219400.3,unlabeled,False,0,self_learning,NC3
350,ENST00000219406,ENSP00000219406.7,unlabeled,False,0,self_learning,NC3
351,ENST00000219409,ENSP00000219409.3,unlabeled,False,0,self_learning,NC3
352,ENST00000219431,ENSP00000219431.4,train,True,0,self_learning,NC3
353,ENST00000219439,ENSP00000219439.4,train,True,0,self_learning,NC3
354,ENST00000219476,ENSP00000219476.3,train,True,0,self_learning,NC3
355,ENST00000219478,ENSP00000219478.5,unlabeled,False,0,self_learning,NC3
356,ENST00000219479,ENSP00000219479.2,unlabeled,False,0,self_learning,NC3
357,ENST00000219548,ENSP00000219548.4,train,True,0,self_learning,NC3
358,ENST00000219611,ENSP00000219611.2,val,True,0,self_learning,NC3
359,ENST00000219789,ENSP00000219789.6,unlabeled,False,0,self_learning,NC3
360,ENST00000219821,ENSP00000219821.5,unlabeled,False,0,self_learning,NC3
361,ENST00000219837,ENSP00000219837.7,val,True,0,self_learning,NC3
362,ENST00000220058,ENSP00000220058.4,unlabeled,False,0,self_learning,NC3
363,ENST00000220166,ENSP00000220166.6,unlabeled,False,0,self_learning,NC3
364,ENST00000220325,ENSP00000220325.4,train,True,0,self_learning,NC3
365,ENST00000220478,ENSP00000220478.3,unlabeled,False,0,self_learning,NC3
366,ENST00000220496,ENSP00000220496.4,train,True,0,self_learning,NC3
367,ENST00000220507,ENSP00000220507.4,unlabeled,False,0,self_learning,NC3
