node_index,transcript_id,protein_id,split,is_labeled,seed,species,task,target_column
40,ENST00000053468,ENSP00000053468.3,train,True,8,human,known,NC3
41,ENST00000053867,ENSP00000053867.2,train,True,8,human,known,NC3
42,ENST00000054666,ENSP00000054666.6,train,True,8,human,known,NC3
43,ENST00000054950,ENSP00000054950.4,train,True,8,human,known,NC3
44,ENST00000055077,ENSP00000055077.3,test,True,8,human,known,NC3
45,ENST00000060969,ENSP00000060969.6,train,True,8,human,known,NC3
46,ENST00000064778,ENSP00000064778.4,train,True,8,human,known,NC3
47,ENST00000070846,ENSP00000070846.6,test,True,8,human,known,NC3
48,ENST00000072644,ENSP00000072644.1,val,True,8,human,known,NC3
49,ENST00000078429,ENSP00000078429.3,train,True,8,human,known,NC3
50,ENST00000081029,ENSP00000081029.3,train,True,8,human,known,NC3
51,ENST00000084795,ENSP00000084795.5,test,True,8,human,known,NC3
52,ENST00000085068,ENSP00000085068.2,train,True,8,human,known,NC3
53,ENST00000156109,ENSP00000156109.5,train,True,8,human,known,NC3
54,ENST00000156471,ENSP00000156471.5,val,True,8,human,known,NC3
55,ENST00000157600,ENSP00000157600.3,val,True,8,human,known,NC3
56,ENST00000157812,ENSP00000157812.1,test,True,8,human,known,NC3
57,ENST00000158771,ENSP00000158771.4,train,True,8,human,known,NC3
58,ENST00000160298,ENSP00000160298.3,test,True,8,human,known,NC3
59,ENST00000160827,ENSP00000160827.5,train,True,8,human,known,NC3
60,ENST00000161863,ENSP00000161863.4,val,True,8,human,known,NC3
61,ENST00000162044,ENSP00000162044.7,train,True,8,human,known,NC3
62,ENST00000163416,ENSP00000163416.2,val,True,8,human,known,NC3
63,ENST00000164133,ENSP00000164133.2,val,True,8,human,known,NC3
64,ENST00000164139,ENSP00000164139.3,train,True,8,human,known,NC3
65,ENST00000166345,ENSP00000166345.3,train,True,8,human,known,NC3
66,ENST00000167586,nan,train,True,8,human,known,NC3
67,ENST00000168216,ENSP00000168216.6,val,True,8,human,known,NC3
68,ENST00000169551,ENSP00000169551.6,train,True,8,human,known,NC3
69,ENST00000170168,ENSP00000170168.3,train,True,8,human,known,NC3
70,ENST00000170564,ENSP00000170564.1,train,True,8,human,known,NC3
71,ENST00000171111,ENSP00000171111.4,train,True,8,human,known,NC3
72,ENST00000172229,ENSP00000172229.3,train,True,8,human,known,NC3
73,ENST00000173527,ENSP00000173527.5,train,True,8,human,known,NC3
74,ENST00000173898,ENSP00000173898.7,test,True,8,human,known,NC3
75,ENST00000174618,ENSP00000174618.4,test,True,8,human,known,NC3
76,ENST00000175091,ENSP00000175091.4,train,True,8,human,known,NC3
77,ENST00000176763,ENSP00000176763.5,val,True,8,human,known,NC3
78,ENST00000177742,ENSP00000177742.3,train,True,8,human,known,NC3
79,ENST00000178640,ENSP00000178640.5,train,True,8,human,known,NC3
80,ENST00000179259,ENSP00000179259.4,train,True,8,human,known,NC3
81,ENST00000181796,ENSP00000181796.2,train,True,8,human,known,NC3
82,ENST00000182377,ENSP00000182377.4,train,True,8,human,known,NC3
83,ENST00000184266,ENSP00000184266.2,val,True,8,human,known,NC3
84,ENST00000184956,ENSP00000184956.5,test,True,8,human,known,NC3
85,ENST00000185150,ENSP00000185150.4,train,True,8,human,known,NC3
86,ENST00000188312,ENSP00000188312.2,val,True,8,human,known,NC3
87,ENST00000192788,ENSP00000192788.5,val,True,8,human,known,NC3
88,ENST00000194214,ENSP00000194214.5,train,True,8,human,known,NC3
89,ENST00000194900,ENSP00000194900.4,train,True,8,human,known,NC3
90,ENST00000196061,ENSP00000196061.4,train,True,8,human,known,NC3
91,ENST00000196371,ENSP00000196371.5,test,True,8,human,known,NC3
92,ENST00000196482,ENSP00000196482.3,train,True,8,human,known,NC3
93,ENST00000197268,ENSP00000197268.8,train,True,8,human,known,NC3
94,ENST00000198767,ENSP00000198767.7,train,True,8,human,known,NC3
95,ENST00000198939,ENSP00000198939.6,train,True,8,human,known,NC3
96,ENST00000199389,ENSP00000199389.6,train,True,8,human,known,NC3
97,ENST00000199448,ENSP00000199448.4,val,True,8,human,known,NC3
98,ENST00000199814,ENSP00000199814.4,test,True,8,human,known,NC3
99,ENST00000200135,ENSP00000200135.3,test,True,8,human,known,NC3
100,ENST00000200457,ENSP00000200457.4,train,True,8,human,known,NC3
101,ENST00000202017,ENSP00000202017.4,train,True,8,human,known,NC3
102,ENST00000202028,ENSP00000202028.5,test,True,8,human,known,NC3
103,ENST00000202556,ENSP00000202556.9,train,True,8,human,known,NC3
104,ENST00000202677,ENSP00000202677.6,train,True,8,human,known,NC3
105,ENST00000202816,ENSP00000202816.1,train,True,8,human,known,NC3
106,ENST00000203001,ENSP00000203001.2,train,True,8,human,known,NC3
107,ENST00000203407,ENSP00000203407.5,train,True,8,human,known,NC3
108,ENST00000203556,ENSP00000203556.3,train,True,8,human,known,NC3
109,ENST00000203664,ENSP00000203664.5,train,True,8,human,known,NC3
110,ENST00000204517,ENSP00000204517.6,train,True,8,human,known,NC3
111,ENST00000204961,ENSP00000204961.4,train,True,8,human,known,NC3
112,ENST00000205061,ENSP00000205061.5,train,True,8,human,known,NC3
113,ENST00000205194,ENSP00000205194.3,train,True,8,human,known,NC3
114,ENST00000205214,ENSP00000205214.6,test,True,8,human,known,NC3
115,ENST00000205948,nan,train,True,8,human,known,NC3
116,ENST00000206020,ENSP00000206020.3,test,True,8,human,known,NC3
117,ENST00000206474,ENSP00000206474.7,val,True,8,human,known,NC3
118,ENST00000206542,ENSP00000206542.4,train,True,8,human,known,NC3
119,ENST00000207870,ENSP00000207870.3,val,True,8,human,known,NC3
120,ENST00000209884,ENSP00000209884.4,train,True,8,human,known,NC3
121,ENST00000210060,ENSP00000210060.6,train,True,8,human,known,NC3
122,ENST00000210313,ENSP00000210313.2,train,True,8,human,known,NC3
123,ENST00000210444,ENSP00000210444.5,train,True,8,human,known,NC3
124,ENST00000211998,ENSP00000211998.5,val,True,8,human,known,NC3
125,ENST00000212015,ENSP00000212015.6,train,True,8,human,known,NC3
126,ENST00000214869,ENSP00000214869.1,test,True,8,human,known,NC3
127,ENST00000215565,ENSP00000215565.1,train,True,8,human,known,NC3
128,ENST00000215567,ENSP00000215567.4,train,True,8,human,known,NC3
129,ENST00000215570,ENSP00000215570.2,train,True,8,human,known,NC3
130,ENST00000215574,ENSP00000215574.2,train,True,8,human,known,NC3
131,ENST00000215659,ENSP00000215659.8,train,True,8,human,known,NC3
132,ENST00000215730,ENSP00000215730.6,val,True,8,human,known,NC3
133,ENST00000350608,ENSP00000215773.4,train,True,8,human,known,NC3
134,ENST00000215793,ENSP00000215793.7,train,True,8,human,known,NC3
135,ENST00000215829,ENSP00000215829.3,train,True,8,human,known,NC3
136,ENST00000215832,ENSP00000215832.7,train,True,8,human,known,NC3
137,ENST00000215882,ENSP00000215882.5,train,True,8,human,known,NC3
138,ENST00000215904,ENSP00000215904.6,train,True,8,human,known,NC3
139,ENST00000215909,ENSP00000215909.5,test,True,8,human,known,NC3
140,ENST00000215941,ENSP00000215941.4,test,True,8,human,known,NC3
141,ENST00000215980,ENSP00000215980.5,train,True,8,human,known,NC3
142,ENST00000216027,ENSP00000216027.3,train,True,8,human,known,NC3
143,ENST00000216034,ENSP00000216034.4,train,True,8,human,known,NC3
144,ENST00000216038,ENSP00000216038.5,train,True,8,human,known,NC3
145,ENST00000216044,ENSP00000216044.5,train,True,8,human,known,NC3
146,ENST00000216061,ENSP00000216061.5,train,True,8,human,known,NC3
147,ENST00000216068,ENSP00000216068.4,train,True,8,human,known,NC3
148,ENST00000216106,ENSP00000216106.5,val,True,8,human,known,NC3
149,ENST00000216117,ENSP00000216117.8,train,True,8,human,known,NC3
150,ENST00000216121,ENSP00000216121.7,train,True,8,human,known,NC3
151,ENST00000216122,ENSP00000216122.3,train,True,8,human,known,NC3
152,ENST00000216129,ENSP00000216129.6,train,True,8,human,known,NC3
153,ENST00000216160,ENSP00000216160.6,val,True,8,human,known,NC3
154,ENST00000216185,ENSP00000216185.2,test,True,8,human,known,NC3
155,ENST00000216218,ENSP00000216218.3,train,True,8,human,known,NC3
156,ENST00000216225,ENSP00000216225.8,train,True,8,human,known,NC3
157,ENST00000216237,ENSP00000216237.5,train,True,8,human,known,NC3
158,ENST00000216252,ENSP00000216252.3,train,True,8,human,known,NC3
159,ENST00000216259,ENSP00000216259.7,train,True,8,human,known,NC3
160,ENST00000216268,ENSP00000216268.4,train,True,8,human,known,NC3
161,ENST00000216277,ENSP00000216277.8,test,True,8,human,known,NC3
162,ENST00000216294,ENSP00000216294.4,test,True,8,human,known,NC3
163,ENST00000216297,ENSP00000216297.2,train,True,8,human,known,NC3
164,ENST00000216330,ENSP00000216330.3,train,True,8,human,known,NC3
165,ENST00000216367,ENSP00000216367.5,val,True,8,human,known,NC3
166,ENST00000216373,ENSP00000216373.5,train,True,8,human,known,NC3
167,ENST00000216392,ENSP00000216392.7,train,True,8,human,known,NC3
168,ENST00000216452,ENSP00000216452.4,test,True,8,human,known,NC3
169,ENST00000216455,ENSP00000216455.4,train,True,8,human,known,NC3
170,ENST00000216468,ENSP00000216468.7,train,True,8,human,known,NC3
171,ENST00000216479,ENSP00000216479.3,train,True,8,human,known,NC3
172,ENST00000216484,ENSP00000216484.2,val,True,8,human,known,NC3
173,ENST00000216489,ENSP00000216489.3,train,True,8,human,known,NC3
174,ENST00000216513,ENSP00000216513.4,train,True,8,human,known,NC3
175,ENST00000216602,ENSP00000216602.6,val,True,8,human,known,NC3
176,ENST00000216727,ENSP00000216727.4,train,True,8,human,known,NC3
177,ENST00000216774,ENSP00000216774.6,train,True,8,human,known,NC3
178,ENST00000216807,ENSP00000216807.6,train,True,8,human,known,NC3
179,ENST00000216832,ENSP00000216832.4,train,True,8,human,known,NC3
180,ENST00000216962,ENSP00000216962.3,train,True,8,human,known,NC3
181,ENST00000216968,ENSP00000216968.3,val,True,8,human,known,NC3
182,ENST00000217026,ENSP00000217026.4,train,True,8,human,known,NC3
183,ENST00000217109,ENSP00000217109.4,train,True,8,human,known,NC3
184,ENST00000217121,ENSP00000217121.5,test,True,8,human,known,NC3
185,ENST00000217173,ENSP00000217173.2,train,True,8,human,known,NC3
186,ENST00000217195,ENSP00000217195.8,train,True,8,human,known,NC3
187,ENST00000217381,ENSP00000217381.2,train,True,8,human,known,NC3
188,ENST00000217402,ENSP00000217402.2,test,True,8,human,known,NC3
189,ENST00000217426,ENSP00000217426.2,train,True,8,human,known,NC3
190,ENST00000217446,ENSP00000217446.3,train,True,8,human,known,NC3
191,ENST00000217455,ENSP00000217455.4,test,True,8,human,known,NC3
192,ENST00000217456,ENSP00000217456.2,train,True,8,human,known,NC3
193,ENST00000217515,ENSP00000217515.5,test,True,8,human,known,NC3
194,ENST00000217901,ENSP00000217901.5,train,True,8,human,known,NC3
195,ENST00000217958,ENSP00000217958.3,train,True,8,human,known,NC3
196,ENST00000217971,ENSP00000217971.7,train,True,8,human,known,NC3
197,ENST00000218056,ENSP00000218056.5,train,True,8,human,known,NC3
198,ENST00000218104,ENSP00000218104.3,train,True,8,human,known,NC3
199,ENST00000218197,ENSP00000218197.5,test,True,8,human,known,NC3
200,ENST00000218340,ENSP00000218340.3,train,True,8,human,known,NC3
201,ENST00000218348,ENSP00000218348.3,val,True,8,human,known,NC3
202,ENST00000218364,ENSP00000218364.4,val,True,8,human,known,NC3
203,ENST00000218516,ENSP00000218516.4,train,True,8,human,known,NC3
204,ENST00000218548,ENSP00000218548.6,train,True,8,human,known,NC3
205,ENST00000219066,ENSP00000219066.1,train,True,8,human,known,NC3
206,ENST00000219097,ENSP00000219097.2,train,True,8,human,known,NC3
207,ENST00000219139,ENSP00000219139.3,train,True,8,human,known,NC3
208,ENST00000219204,ENSP00000219204.3,test,True,8,human,known,NC3
209,ENST00000219240,ENSP00000219240.4,train,True,8,human,known,NC3
210,ENST00000219252,ENSP00000219252.4,val,True,8,human,known,NC3
211,ENST00000219302,ENSP00000219302.3,val,True,8,human,known,NC3
212,ENST00000219313,ENSP00000219313.4,val,True,8,human,known,NC3
213,ENST00000219343,ENSP00000219343.6,train,True,8,human,known,NC3
214,ENST00000219345,ENSP00000219345.5,train,True,8,human,known,NC3
215,ENST00000219431,ENSP00000219431.4,train,True,8,human,known,NC3
216,ENST00000219439,ENSP00000219439.4,train,True,8,human,known,NC3
217,ENST00000219476,ENSP00000219476.3,train,True,8,human,known,NC3
218,ENST00000219548,ENSP00000219548.4,val,True,8,human,known,NC3
219,ENST00000219599,ENSP00000219599.3,train,True,8,human,known,NC3
220,ENST00000219611,ENSP00000219611.2,train,True,8,human,known,NC3
221,ENST00000219794,ENSP00000219794.6,train,True,8,human,known,NC3
222,ENST00000219837,ENSP00000219837.7,train,True,8,human,known,NC3
223,ENST00000220325,ENSP00000220325.4,train,True,8,human,known,NC3
224,ENST00000220496,ENSP00000220496.4,train,True,8,human,known,NC3
225,ENST00000220509,ENSP00000220509.5,test,True,8,human,known,NC3
226,ENST00000220514,ENSP00000220514.3,train,True,8,human,known,NC3
227,ENST00000220592,ENSP00000220592.5,train,True,8,human,known,NC3
228,ENST00000220597,ENSP00000220597.3,train,True,8,human,known,NC3
229,ENST00000220669,ENSP00000220669.5,train,True,8,human,known,NC3
230,ENST00000220676,ENSP00000220676.1,train,True,8,human,known,NC3
231,ENST00000220751,ENSP00000220751.4,test,True,8,human,known,NC3
232,ENST00000220764,ENSP00000220764.2,train,True,8,human,known,NC3
233,ENST00000220853,ENSP00000220853.3,train,True,8,human,known,NC3
234,ENST00000220913,ENSP00000220913.5,val,True,8,human,known,NC3
235,ENST00000220966,ENSP00000220966.6,val,True,8,human,known,NC3
236,ENST00000221086,ENSP00000221086.3,train,True,8,human,known,NC3
237,ENST00000221114,ENSP00000221114.3,train,True,8,human,known,NC3
238,ENST00000221130,ENSP00000221130.5,test,True,8,human,known,NC3
239,ENST00000221138,ENSP00000221138.4,train,True,8,human,known,NC3
240,ENST00000221166,ENSP00000221166.5,train,True,8,human,known,NC3
241,ENST00000221233,ENSP00000221233.3,train,True,8,human,known,NC3
242,ENST00000221265,ENSP00000221265.2,train,True,8,human,known,NC3
243,ENST00000221418,ENSP00000221418.3,val,True,8,human,known,NC3
244,ENST00000221431,ENSP00000221431.6,train,True,8,human,known,NC3
245,ENST00000221455,ENSP00000221455.3,test,True,8,human,known,NC3
246,ENST00000221476,ENSP00000221476.2,val,True,8,human,known,NC3
247,ENST00000221486,ENSP00000221486.4,train,True,8,human,known,NC3
248,ENST00000221494,ENSP00000221494.3,train,True,8,human,known,NC3
249,ENST00000221543,ENSP00000221543.4,test,True,8,human,known,NC3
250,ENST00000221561,ENSP00000221561.7,train,True,8,human,known,NC3
251,ENST00000221801,ENSP00000221801.2,test,True,8,human,known,NC3
252,ENST00000221856,ENSP00000221856.5,train,True,8,human,known,NC3
253,ENST00000221859,ENSP00000221859.3,train,True,8,human,known,NC3
254,ENST00000221957,ENSP00000221957.3,train,True,8,human,known,NC3
255,ENST00000222005,ENSP00000222005.1,test,True,8,human,known,NC3
256,ENST00000222008,ENSP00000222008.5,train,True,8,human,known,NC3
257,ENST00000222219,ENSP00000222219.2,train,True,8,human,known,NC3
258,ENST00000222224,ENSP00000222224.3,test,True,8,human,known,NC3
259,ENST00000222247,ENSP00000222247.4,train,True,8,human,known,NC3
260,ENST00000222256,ENSP00000222256.3,train,True,8,human,known,NC3
261,ENST00000222284,ENSP00000222284.4,train,True,8,human,known,NC3
262,ENST00000222305,ENSP00000222305.2,train,True,8,human,known,NC3
263,ENST00000222329,ENSP00000222329.3,train,True,8,human,known,NC3
264,ENST00000222339,ENSP00000222339.6,train,True,8,human,known,NC3
265,ENST00000222388,ENSP00000222388.2,test,True,8,human,known,NC3
266,ENST00000222399,ENSP00000222399.6,train,True,8,human,known,NC3
267,ENST00000222511,ENSP00000222511.7,train,True,8,human,known,NC3
268,ENST00000222567,ENSP00000222567.5,train,True,8,human,known,NC3
269,ENST00000222644,ENSP00000222644.4,train,True,8,human,known,NC3
270,ENST00000222673,ENSP00000222673.5,train,True,8,human,known,NC3
271,ENST00000222690,ENSP00000222690.6,train,True,8,human,known,NC3
272,ENST00000222726,ENSP00000222726.3,train,True,8,human,known,NC3
273,ENST00000222800,ENSP00000222800.4,train,True,8,human,known,NC3
274,ENST00000222803,ENSP00000222803.5,train,True,8,human,known,NC3
275,ENST00000350498,ENSP00000222968.4,train,True,8,human,known,NC3
276,ENST00000222969,ENSP00000222969.5,train,True,8,human,known,NC3
277,ENST00000222990,ENSP00000222990.3,val,True,8,human,known,NC3
278,ENST00000223023,ENSP00000223023.4,train,True,8,human,known,NC3
279,ENST00000223029,ENSP00000223029.3,train,True,8,human,known,NC3
280,ENST00000223073,ENSP00000223073.1,train,True,8,human,known,NC3
281,ENST00000223122,ENSP00000223122.2,train,True,8,human,known,NC3
282,ENST00000223127,ENSP00000223127.3,train,True,8,human,known,NC3
283,ENST00000223136,ENSP00000223136.4,train,True,8,human,known,NC3
284,ENST00000223145,ENSP00000223145.5,train,True,8,human,known,NC3
285,ENST00000223273,ENSP00000223273.2,val,True,8,human,known,NC3
286,ENST00000223324,ENSP00000223324.2,train,True,8,human,known,NC3
287,ENST00000223336,ENSP00000223336.6,train,True,8,human,known,NC3
288,ENST00000223500,ENSP00000223500.7,val,True,8,human,known,NC3
289,ENST00000223641,ENSP00000223641.4,train,True,8,human,known,NC3
290,ENST00000223836,ENSP00000223836.10,train,True,8,human,known,NC3
291,ENST00000223864,ENSP00000223864.2,train,True,8,human,known,NC3
292,ENST00000224073,ENSP00000224073.1,train,True,8,human,known,NC3
293,ENST00000224140,ENSP00000224140.5,train,True,8,human,known,NC3
294,ENST00000224237,ENSP00000224237.5,test,True,8,human,known,NC3
295,ENST00000225171,ENSP00000225171.2,train,True,8,human,known,NC3
296,ENST00000225174,ENSP00000225174.3,val,True,8,human,known,NC3
297,ENST00000225235,ENSP00000225235.4,test,True,8,human,known,NC3
298,ENST00000225296,ENSP00000225296.3,train,True,8,human,known,NC3
299,ENST00000225298,ENSP00000225298.7,train,True,8,human,known,NC3
300,ENST00000225388,ENSP00000225388.3,train,True,8,human,known,NC3
301,ENST00000225504,ENSP00000225504.3,val,True,8,human,known,NC3
302,ENST00000225525,ENSP00000225525.3,train,True,8,human,known,NC3
303,ENST00000225576,ENSP00000225576.3,train,True,8,human,known,NC3
304,ENST00000225577,ENSP00000225577.4,test,True,8,human,known,NC3
305,ENST00000225603,ENSP00000225603.4,test,True,8,human,known,NC3
306,ENST00000225609,ENSP00000225609.5,train,True,8,human,known,NC3
307,ENST00000225648,ENSP00000225648.3,train,True,8,human,known,NC3
308,ENST00000225655,ENSP00000225655.5,train,True,8,human,known,NC3
309,ENST00000225665,ENSP00000225665.7,train,True,8,human,known,NC3
310,ENST00000225698,ENSP00000225698.4,train,True,8,human,known,NC3
311,ENST00000225719,ENSP00000225719.4,train,True,8,human,known,NC3
312,ENST00000225726,ENSP00000225726.5,train,True,8,human,known,NC3
313,ENST00000225728,ENSP00000225728.3,train,True,8,human,known,NC3
314,ENST00000225729,ENSP00000225729.3,train,True,8,human,known,NC3
315,ENST00000225737,ENSP00000225737.6,train,True,8,human,known,NC3
316,ENST00000225916,ENSP00000225916.5,train,True,8,human,known,NC3
317,ENST00000225927,ENSP00000225927.1,train,True,8,human,known,NC3
318,ENST00000225969,ENSP00000225969.4,train,True,8,human,known,NC3
319,ENST00000225972,ENSP00000225972.7,test,True,8,human,known,NC3
320,ENST00000226004,ENSP00000226004.2,train,True,8,human,known,NC3
321,ENST00000226105,ENSP00000226105.6,train,True,8,human,known,NC3
322,ENST00000226218,ENSP00000226218.4,val,True,8,human,known,NC3
323,ENST00000226230,ENSP00000226230.6,train,True,8,human,known,NC3
324,ENST00000226359,nan,test,True,8,human,known,NC3
325,ENST00000227155,ENSP00000227155.4,train,True,8,human,known,NC3
326,ENST00000227266,ENSP00000227266.4,train,True,8,human,known,NC3
327,ENST00000227322,ENSP00000227322.3,train,True,8,human,known,NC3
328,ENST00000227507,ENSP00000227507.2,train,True,8,human,known,NC3
329,ENST00000227520,ENSP00000227520.5,train,True,8,human,known,NC3
330,ENST00000227524,ENSP00000227524.4,train,True,8,human,known,NC3
331,ENST00000227525,ENSP00000227525.3,train,True,8,human,known,NC3
332,ENST00000227868,ENSP00000227868.4,train,True,8,human,known,NC3
333,ENST00000228136,ENSP00000228136.4,train,True,8,human,known,NC3
334,ENST00000228251,ENSP00000228251.4,test,True,8,human,known,NC3
335,ENST00000228284,ENSP00000228284.4,train,True,8,human,known,NC3
336,ENST00000228347,ENSP00000228347.4,val,True,8,human,known,NC3
337,ENST00000228468,ENSP00000228468.4,train,True,8,human,known,NC3
338,ENST00000228495,ENSP00000228495.6,train,True,8,human,known,NC3
339,ENST00000228506,ENSP00000228506.3,train,True,8,human,known,NC3
340,ENST00000228705,ENSP00000228705.5,val,True,8,human,known,NC3
341,ENST00000228740,ENSP00000228740.2,train,True,8,human,known,NC3
342,ENST00000228825,ENSP00000228825.7,train,True,8,human,known,NC3
343,ENST00000228843,ENSP00000228843.9,train,True,8,human,known,NC3
344,ENST00000229179,ENSP00000229179.4,train,True,8,human,known,NC3
345,ENST00000229214,ENSP00000229214.4,test,True,8,human,known,NC3
346,ENST00000229238,ENSP00000229238.3,train,True,8,human,known,NC3
347,ENST00000229239,ENSP00000229239.5,train,True,8,human,known,NC3
348,ENST00000229266,ENSP00000229266.3,val,True,8,human,known,NC3
349,ENST00000229268,ENSP00000229268.8,val,True,8,human,known,NC3
350,ENST00000229314,ENSP00000229314.4,train,True,8,human,known,NC3
351,ENST00000229328,ENSP00000229328.5,train,True,8,human,known,NC3
352,ENST00000229329,ENSP00000229329.2,train,True,8,human,known,NC3
353,ENST00000229340,ENSP00000229340.5,train,True,8,human,known,NC3
354,ENST00000229390,ENSP00000229390.3,train,True,8,human,known,NC3
355,ENST00000229395,ENSP00000229395.3,train,True,8,human,known,NC3
356,ENST00000229570,ENSP00000229570.5,train,True,8,human,known,NC3
357,ENST00000229595,ENSP00000229595.5,train,True,8,human,known,NC3
358,ENST00000229633,ENSP00000229633.5,train,True,8,human,known,NC3
359,ENST00000229758,ENSP00000229758.3,train,True,8,human,known,NC3
360,ENST00000229769,ENSP00000229769.2,train,True,8,human,known,NC3
361,ENST00000229794,ENSP00000229794.4,val,True,8,human,known,NC3
362,ENST00000229812,ENSP00000229812.7,train,True,8,human,known,NC3
363,ENST00000229922,ENSP00000229922.2,train,True,8,human,known,NC3
364,ENST00000230048,ENSP00000230048.3,train,True,8,human,known,NC3
365,ENST00000230050,ENSP00000230050.3,val,True,8,human,known,NC3
366,ENST00000230085,ENSP00000230085.8,train,True,8,human,known,NC3
367,ENST00000230340,ENSP00000230340.4,train,True,8,human,known,NC3
368,ENST00000230419,ENSP00000230419.4,test,True,8,human,known,NC3
369,ENST00000230449,ENSP00000230449.4,test,True,8,human,known,NC3
370,ENST00000230461,ENSP00000230461.6,train,True,8,human,known,NC3
371,ENST00000230640,ENSP00000230640.5,train,True,8,human,known,NC3
372,ENST00000230658,ENSP00000230658.7,train,True,8,human,known,NC3
373,ENST00000230792,ENSP00000230792.2,train,True,8,human,known,NC3
374,ENST00000230895,ENSP00000230895.7,val,True,8,human,known,NC3
375,ENST00000230901,ENSP00000230901.5,train,True,8,human,known,NC3
376,ENST00000231061,ENSP00000231061.4,train,True,8,human,known,NC3
377,ENST00000231198,ENSP00000231198.7,train,True,8,human,known,NC3
378,ENST00000231238,ENSP00000231238.4,train,True,8,human,known,NC3
379,ENST00000231368,ENSP00000231368.5,train,True,8,human,known,NC3
380,ENST00000231498,ENSP00000231498.3,test,True,8,human,known,NC3
381,ENST00000231512,ENSP00000231512.3,train,True,8,human,known,NC3
382,ENST00000231572,ENSP00000231572.3,val,True,8,human,known,NC3
383,ENST00000231751,ENSP00000231751.4,train,True,8,human,known,NC3
384,ENST00000231887,ENSP00000231887.3,train,True,8,human,known,NC3
385,ENST00000232375,ENSP00000232375.3,train,True,8,human,known,NC3
386,ENST00000232424,ENSP00000232424.3,train,True,8,human,known,NC3
387,ENST00000232564,ENSP00000232564.3,train,True,8,human,known,NC3
388,ENST00000232607,ENSP00000232607.2,train,True,8,human,known,NC3
389,ENST00000232766,ENSP00000232766.5,train,True,8,human,known,NC3
390,ENST00000232888,ENSP00000232888.6,train,True,8,human,known,NC3
391,ENST00000232978,ENSP00000232978.8,train,True,8,human,known,NC3
392,ENST00000233027,ENSP00000233027.5,train,True,8,human,known,NC3
393,ENST00000233055,ENSP00000233055.4,train,True,8,human,known,NC3
394,ENST00000233078,ENSP00000233078.4,test,True,8,human,known,NC3
395,ENST00000233099,ENSP00000233099.5,train,True,8,human,known,NC3
396,ENST00000233121,ENSP00000233121.2,val,True,8,human,known,NC3
397,ENST00000233143,ENSP00000233143.4,train,True,8,human,known,NC3
